2022/05/04 11:21:51 [error] 22#22: *94 FastCGI sent in stderr: "PHP message: error message: Class App\Services\Admin\PageContentService does not exist" while reading response header from upstream, client: 172.19.0.1, server: , request: "GET / HTTP/1.1", upstream: "fastcgi://172.19.0.2:9000", host: "127.0.0.1:2021"
2022/05/05 02:55:11 [error] 23#23: *1 FastCGI sent in stderr: "PHP message: error message: Class App\Services\Admin\PageContentService does not exist" while reading response header from upstream, client: 172.19.0.1, server: , request: "GET / HTTP/1.1", upstream: "fastcgi://172.19.0.3:9000", host: "localhost:2021"
2022/05/05 03:02:39 [error] 22#22: *3 FastCGI sent in stderr: "PHP message: error message: Class App\Services\Admin\PageContentService does not exist" while reading response header from upstream, client: 172.19.0.1, server: , request: "GET / HTTP/1.1", upstream: "fastcgi://172.19.0.2:9000", host: "localhost:2021"
2022/05/05 07:21:36 [error] 22#22: *1 FastCGI sent in stderr: "PHP message: error message: Class App\Services\Admin\PageContentService does not exist" while reading response header from upstream, client: 172.19.0.1, server: , request: "GET / HTTP/1.1", upstream: "fastcgi://172.19.0.2:9000", host: "localhost:2021"
2022/05/05 08:04:02 [error] 22#22: *1 FastCGI sent in stderr: "PHP message: error message: Class App\Services\Admin\PageContentService does not exist" while reading response header from upstream, client: 172.24.0.1, server: , request: "GET / HTTP/1.1", upstream: "fastcgi://172.24.0.2:9000", host: "localhost:2021"
2022/05/05 08:04:41 [error] 22#22: *1 FastCGI sent in stderr: "PHP message: error message: Class App\Services\Admin\PageContentService does not exist" while reading response header from upstream, client: 172.24.0.1, server: , request: "GET / HTTP/1.1", upstream: "fastcgi://172.24.0.2:9000", host: "localhost:2021"
2022/05/05 08:45:16 [error] 22#22: *1 FastCGI sent in stderr: "PHP message: error message: Class App\Services\Admin\PageContentService does not exist" while reading response header from upstream, client: 172.18.0.1, server: , request: "GET / HTTP/1.1", upstream: "fastcgi://172.18.0.2:9000", host: "localhost:2021"
2022/05/05 09:26:40 [error] 22#22: *1 FastCGI sent in stderr: "PHP message: error message: Class App\Services\Admin\PageContentService does not exist" while reading response header from upstream, client: 172.18.0.1, server: , request: "GET / HTTP/1.1", upstream: "fastcgi://172.18.0.2:9000", host: "localhost:2021"
2022/05/05 09:27:44 [error] 22#22: *1 FastCGI sent in stderr: "PHP message: error message: SQLSTATE[HY000] [2002] Connection refused (SQL: select * from `PageType` where `Name` = home limit 1)" while reading response header from upstream, client: 172.18.0.1, server: , request: "GET /en HTTP/1.1", upstream: "fastcgi://172.18.0.2:9000", host: "localhost:2021"
2022/05/05 09:35:06 [error] 23#23: *20 FastCGI sent in stderr: "PHP message: error message: SQLSTATE[HY000] [2002] Connection refused (SQL: select * from `PageType` where `Name` = home limit 1)" while reading response header from upstream, client: 172.18.0.1, server: , request: "GET /en HTTP/1.1", upstream: "fastcgi://172.18.0.2:9000", host: "localhost:2021"
2022/05/05 09:38:35 [error] 22#22: *40 FastCGI sent in stderr: "PHP message: error message: SQLSTATE[HY000] [2002] Connection refused (SQL: select * from `PageType` where `Name` = home limit 1)" while reading response header from upstream, client: 172.18.0.1, server: , request: "GET /en HTTP/1.1", upstream: "fastcgi://172.18.0.2:9000", host: "localhost:2021"
2022/05/05 09:38:42 [error] 22#22: *40 FastCGI sent in stderr: "PHP message: error message: SQLSTATE[HY000] [2002] Connection refused (SQL: select * from `PageType` where `Name` = home limit 1)" while reading response header from upstream, client: 172.18.0.1, server: , request: "GET /en HTTP/1.1", upstream: "fastcgi://172.18.0.2:9000", host: "localhost:2021"
2022/05/05 09:52:55 [error] 22#22: *43 FastCGI sent in stderr: "PHP message: error message: Class 'App\PageTemplate' not found" while reading response header from upstream, client: 172.18.0.1, server: , request: "GET /en HTTP/1.1", upstream: "fastcgi://172.18.0.2:9000", host: "localhost:2021"
2022/05/05 10:01:12 [error] 22#22: *47 FastCGI sent in stderr: "PHP message: error message: Class 'App\PageTemplateTranslation' not found" while reading response header from upstream, client: 172.18.0.1, server: , request: "GET /en HTTP/1.1", upstream: "fastcgi://172.18.0.2:9000", host: "localhost:2021"
2022/05/05 10:17:21 [error] 22#22: *49 FastCGI sent in stderr: "PHP message: error message:" while reading response header from upstream, client: 172.18.0.1, server: , request: "GET /js/jquery/3.3.1/jquery.min.js HTTP/1.1", upstream: "fastcgi://172.18.0.2:9000", host: "localhost:2021", referrer: "http://localhost:2021/en"
2022/05/05 10:17:22 [error] 23#23: *52 FastCGI sent in stderr: "PHP message: error message:" while reading response header from upstream, client: 172.18.0.1, server: , request: "GET /en/css/google-fonts.css HTTP/1.1", upstream: "fastcgi://172.18.0.2:9000", host: "localhost:2021", referrer: "http://localhost:2021/en"
2022/05/05 10:17:25 [error] 22#22: *49 FastCGI sent in stderr: "PHP message: error message:" while reading response header from upstream, client: 172.18.0.1, server: , request: "GET /js/twitter-bootstrap/4.2.1/js/bootstrap.bundle.min.js HTTP/1.1", upstream: "fastcgi://172.18.0.2:9000", host: "localhost:2021", referrer: "http://localhost:2021/en"
2022/05/05 10:17:28 [error] 22#22: *57 FastCGI sent in stderr: "PHP message: error message:" while reading response header from upstream, client: 172.18.0.1, server: , request: "GET /storage/upload/images/yFpIOwINb1TzIYMg6ampdPUIOYlBAI0xaVY38WQo.jpeg HTTP/1.1", upstream: "fastcgi://172.18.0.2:9000", host: "localhost:2021", referrer: "http://localhost:2021/en"
2022/05/05 10:17:28 [error] 23#23: *52 FastCGI sent in stderr: "PHP message: error message:" while reading response header from upstream, client: 172.18.0.1, server: , request: "GET /storage/upload/images/KV0nf1JdZfTxaYlAecVqD2qIdDPinZwOWgg7w8Wo.jpeg HTTP/1.1", upstream: "fastcgi://172.18.0.2:9000", host: "localhost:2021", referrer: "http://localhost:2021/en"
2022/05/05 10:17:28 [error] 22#22: *59 FastCGI sent in stderr: "PHP message: error message:" while reading response header from upstream, client: 172.18.0.1, server: , request: "GET /storage/upload/images/jZ3LRHzDH2qahuFCuNKTuBgDWfN1vddhnX72KlRH.jpeg HTTP/1.1", upstream: "fastcgi://172.18.0.2:9000", host: "localhost:2021", referrer: "http://localhost:2021/en"
2022/05/05 10:17:28 [error] 23#23: *51 FastCGI sent in stderr: "PHP message: error message:" while reading response header from upstream, client: 172.18.0.1, server: , request: "GET /storage/upload/images/c98vYGF1KWvmY6wSNGPykRtc8FjY0MUW8uU4QKEt.jpeg HTTP/1.1", upstream: "fastcgi://172.18.0.2:9000", host: "localhost:2021", referrer: "http://localhost:2021/en"
2022/05/05 10:17:29 [error] 22#22: *58 FastCGI sent in stderr: "PHP message: error message:" while reading response header from upstream, client: 172.18.0.1, server: , request: "GET /storage/upload/images/6WWITxell1nO3JBtyBfoeRXDgewHDZUKqdqyvTZM.jpeg HTTP/1.1", upstream: "fastcgi://172.18.0.2:9000", host: "localhost:2021", referrer: "http://localhost:2021/en"
2022/05/05 10:17:32 [error] 22#22: *49 FastCGI sent in stderr: "PHP message: error message:" while reading response header from upstream, client: 172.18.0.1, server: , request: "GET /storage/upload/images/bumper_20191115144455.jpg HTTP/1.1", upstream: "fastcgi://172.18.0.2:9000", host: "localhost:2021", referrer: "http://localhost:2021/en"
2022/05/05 10:17:32 [error] 23#23: *52 FastCGI sent in stderr: "PHP message: error message:" while reading response header from upstream, client: 172.18.0.1, server: , request: "GET /storage/upload/images/PETW(%E5%B0%8F%E5%9C%96)_20220103154104.jpg HTTP/1.1", upstream: "fastcgi://172.18.0.2:9000", host: "localhost:2021", referrer: "http://localhost:2021/en"
2022/05/05 10:17:32 [error] 22#22: *57 FastCGI sent in stderr: "PHP message: error message:" while reading response header from upstream, client: 172.18.0.1, server: , request: "GET /storage/upload/images/RvThnDEQFuC78rTaeN8gmSOPrdFp6FXeZsauV48y.jpeg HTTP/1.1", upstream: "fastcgi://172.18.0.2:9000", host: "localhost:2021", referrer: "http://localhost:2021/en"
2022/05/05 10:17:32 [error] 22#22: *59 FastCGI sent in stderr: "PHP message: error message:" while reading response header from upstream, client: 172.18.0.1, server: , request: "GET /storage/upload/images/NPM(%E5%B0%8F%E5%9C%96)_20220103160421.jpg HTTP/1.1", upstream: "fastcgi://172.18.0.2:9000", host: "localhost:2021", referrer: "http://localhost:2021/en"
2022/05/05 10:17:33 [error] 23#23: *51 FastCGI sent in stderr: "PHP message: error message:" while reading response header from upstream, client: 172.18.0.1, server: , request: "GET /storage/upload/images/n3e9ghP4dE4Lkgkti6av06Ym67qglpuw5iwamMtk.jpeg HTTP/1.1", upstream: "fastcgi://172.18.0.2:9000", host: "localhost:2021", referrer: "http://localhost:2021/en"
